0,D,Jalil,Anibaba
18,D/M,Mike,Banner
19,M,Corben,Bone
3,F,Calen,Carr
1,GK,Jon,Conway
12,D,Cory,Gibbs
9,M,Baggio,Husidic
25,GK,Sean,Johnson
28,D,Steven,Kinney
0,D,Josip,Mikulic
14,F,Patrick,Nyarko
0,M,Daniel,Paladini
16,M,Marco,Pappa
12,M,Logan,Pause
27,M,Victor,Pineda
77,M,Bratislav,Ristic
32,D,Dasan,Robinson
25,D,Gonzalo,Segares
13,D,Deris,Umanzor
4,D,Kwame,Watson-Siriboe
