27,M,Branko,Boskovic
0,D,Rodrigo,Brasesco
0,F,Blake,Brettschneider
4,D,Marc,Burch
30,M,Junior,Carreiro
0,G,Steve,Cronin
28,GK,Bill,Hamid
5,D,Dejan,Jakovic
2,D,Julius,James
15,M,Stephen,King
0,M/D,Perry,Kitchen
63,D,Chris,Korb
13,M,Dax,McCarty
18,D/M,Devon,McTavish
11,M,Kurt,Morsink
14,M,Andy,Najar
33,F,Joseph,Ngwenya
13,M/F,Chris,Pontius
25,M/F,Santino,Quaranta
17,M,Conor,Shanosky
19,M,Clyde,Simms
0,D,Ethan,White
9,G,Joe,Willis
16,F,Josh,Wolff
24,D,Daniel,Woolard
24,D,Jed,Zayner
