19,F,Andre,Akpan
12,F,Quincy,Amarikwa
28,M,Davy,Armstrong
9,F,Conor,Casey
31,G,Steward,Ceus
14,F,Omar,Cummings
17,GK,Ian,Joyce
10,M/F,Macoumba,Kandji
27,D,Kosuke,Kimura
16,M,Ross,LaBauex
4,M,Jeff,Larentowicz
14,D,Tyrone,Marshall
25,D/M,Pablo,Mastroeni
3,D,Drew,Moor
9,M,Brian,Mullan
15,M,Joseph,Nane
23,M,Sanna,Nyassi
29,D,Scott,Palguta
18,GK,Matt,Pickens
20,M,Jamie,Smith
15,M,Wells,Thompson
26,D/M,Anthony,Wallace
22,D,Marvell,Wynne
